username,display_name,tweet_text,timestamp,replies,retweets,likes,views,tweet_url,is_retweet,hashtags,mentions,scraped_at
@pinterpolitik,@pinterpolitik,prabowo jokowi too close too much trouble,2025-04-28T23:49:06+00:00,0,0,0.0,74,https://x.com/FelixSGL1/status/103503203031804052,False,[],[],2025-08-26 13:38:52
@kurniawanaghil,@kurniawanaghil,merdeka itu bukan hanya kata kata full video,2024-08-20T04:53:39+00:00,0,0,0.0,12,https://x.com/FelixSGL1/status/104132326313657872,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,sekolah rakyat memuliakan keluarga pra sejahtera dan memfasilitasi kebangkitan wong cilik menuju indonesia emas 2045 source,2025-03-12T06:10:31+00:00,0,0,0.0,22,https://x.com/FelixSGL1/status/104330126541453259,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,the pig head in tempo,2025-03-24T22:23:03+00:00,0,0,0.0,88,https://x.com/FelixSGL1/status/105139605833781670,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,who do you think is gonna be the next pope,2025-04-23T14:00:03+00:00,0,0,0.0,988,https://x.com/FelixSGL1/status/105196768298814735,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,next gen,2025-05-20T05:00:00+00:00,0,0,0.0,228,https://x.com/FelixSGL1/status/105505872839533577,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,setelah sekian lama tidak beroperasi dan kurang mendapatkan perhatian jalur kereta api cipatat padalarang akhirnya akan segera direaktivasi hal ini disampaikan langsung oleh gubernur jawa barat dedi mulyadi source,2025-04-16T05:04:49+00:00,0,0,0.0,62,https://x.com/FelixSGL1/status/105994702531126237,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,menurut kalian hukuman apa yang paling setimpal untuk para hakim ini,2025-04-16T00:00:01+00:00,0,0,0.0,173,https://x.com/FelixSGL1/status/106219561894020637,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,prabowo trump alami warisan yang sama,2025-04-07T01:03:27+00:00,0,0,0.0,91,https://x.com/FelixSGL1/status/107550560345400340,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,bukan kelas kakap lagi megalodon nggak tuh,2025-08-02T05:00:00+00:00,0,0,0.0,188,https://x.com/FelixSGL1/status/107644970577262441,False,[],[],2025-08-26 13:38:52
@SocReviewID,@SocReviewID,tuntutan forum purnawirawan tni desak wapres gibran diganti tuai beragam komentar,2025-04-28T12:04:52+00:00,0,0,0.0,225,https://x.com/FelixSGL1/status/107733086266637071,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,suatu kebanggaan bagi indonesia menjadi tamu kehormatan dalam perayaan hari nasional prancis serta menyaksikan tentara nasional indonesia satgas patriot ii tampil dalam parade militer bersama angkatan bersenjata prancis source,2025-07-16T06:49:18+00:00,0,0,0.0,19,https://x.com/FelixSGL1/status/108569851632699503,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,jeli mata pak anis matta untuk mengembangkan diplomasi islam indonesia,2025-07-11T05:00:00+00:00,0,0,0.0,257,https://x.com/FelixSGL1/status/109177255449710420,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,hmm kalau menurutmu gimana mungkinkah ada yang bisa jadi adidaya dengan sistem full demokrasi berikan pendapatmu di kolom komentar ya,2025-04-09T00:00:00+00:00,0,0,0.0,142,https://x.com/FelixSGL1/status/109416922333281230,False,[],[],2025-08-26 13:38:52
@SjamsudinS32021,@SjamsudinS32021,meme politik cara ampuh kritik pandangan tanpa bikin tegang setuju gak sih kekuatan yg meme emang gak bisa diremehkn,2025-08-12T06:20:42+00:00,0,0,0.0,2,https://x.com/FelixSGL1/status/109529470540268026,False,[],[],2025-08-26 13:38:52
mediaseputar.62,mediaseputar.62,pidato prabowo yang mengakui israel mengguncang tetangga sebelah dan menjadi olok olokan di setiap perdebatan bola,2024-06-29T00:00:00+00:00,0,0,97.0,0,https://x.com/FelixSGL1/status/109720455440893744,False,[],[],2025-08-26 13:38:52
@Rans288,@Rans288,aku msi bingung klo di tnya bgini boleh mintol jawaban versi kalian ga ini aku dibidang kuliner gtu trmksii bnyk,2024-08-22T06:33:46+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/109903630749849147,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,presiden prabowo subianto mengajak seluruh rakyat indonesia untuk mengibarkan bendera merah putih sebagai simbol kebanggaan dan semangat nasionalisme dalam merayakan hut ke 80 ri source id,2025-07-28T05:28:03+00:00,0,0,0.0,62,https://x.com/FelixSGL1/status/109917803930020497,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,turut berduka cita untuk para korban plis banget jangan sampe keulang terus,2025-03-20T04:57:30+00:00,0,0,0.0,895,https://x.com/FelixSGL1/status/109988317237163631,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,minggu 13 4 saya membuka the yudhoyono institute panel discussion dengan tema dinamika dan perkembangan terkini di dunia terkait geopolitik keamanan dan ekonomi global source,2025-04-14T06:25:43+00:00,0,0,0.0,21,https://x.com/FelixSGL1/status/110088806856707835,False,[],[],2025-08-26 13:38:52
for_all16,for_all16,dari dulu kita selalu politik dinasti,2024-01-08T00:00:00+00:00,0,0,345.0,0,https://x.com/FelixSGL1/status/113314055192778149,False,[],[],2025-08-26 13:38:52
@BustoniFikri4,@BustoniFikri4,ujung kemarahan nanti atas sepak terjang yg diciptakan utk merusak demokrasi saya yakini pasti berlabu pada pembubaran indonesia dan kesabaran 200 juta lebih rakyat ri memiliki batas yg rasional,2024-11-23T12:47:14+00:00,0,0,0.0,33,https://x.com/FelixSGL1/status/113454877605071711,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,waw pasokan thorium di india banyak banget lho,2025-03-17T05:46:11+00:00,0,0,0.0,138,https://x.com/FelixSGL1/status/113998922559198443,False,[],[],2025-08-26 13:38:52
lawanparagurita,lawanparagurita,pidato politik ketua umum pdip pada tanggal 10 januari 2025 megawati menyampaikan keprihatinannya terhadap institusi kepolisian,2024-01-19T00:00:00+00:00,0,0,756.0,0,https://x.com/FelixSGL1/status/115239746306596241,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,menurut kalian apakah coretax jadi masalah yang sebabkan penerimaan pajak turun share di kolom komentar ya,2025-03-17T14:00:02+00:00,0,0,0.0,612,https://x.com/FelixSGL1/status/115289956338634385,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,the game pdip shakes the cabinet,2025-04-16T09:00:01+00:00,0,0,0.0,58,https://x.com/FelixSGL1/status/115516012746151341,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,tepat 32 tahun lalu tanggal 8 mei 1993 jenazah marsinah ditemukan di hutan,2025-05-08T13:00:00+00:00,0,0,0.0,248,https://x.com/FelixSGL1/status/116857018059624425,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,di tengah gelombang phk massal dan proyeksi pengangguran yang meningkat menaker yassierli justru terlihat defensif menolak buka data dan malah pesimis soal masa depan bangsa,2025-07-21T23:52:10+00:00,0,0,0.0,286,https://x.com/FelixSGL1/status/116874226295991251,False,[],[],2025-08-26 13:38:52
@NgotrekPodcast,@NgotrekPodcast,desakan pergantian wapres muncul forum purnawirawan tni mengajukan tuntutan tapi ketua mpr ahmad muzani menegaskan gibran tetap sah bagaimana dampaknya bagi politik nasional,2025-04-25T15:04:39+00:00,0,0,0.0,40,https://x.com/FelixSGL1/status/116984705799563033,False,[],[],2025-08-26 13:38:52
@raisa_clarisa,@raisa_clarisa,dalam uu tni supremasi sipil menjadi pilar utama demokrasi yang berdaulat,2025-03-20T09:50:44+00:00,0,0,0.0,7,https://x.com/FelixSGL1/status/118006998977079347,False,[],[],2025-08-26 13:38:52
@anggi_febia,@anggi_febia,mba puan berkontribusi dalam diskusi bilateral indonesia dan oman,2025-05-14T07:35:30+00:00,0,0,0.0,16,https://x.com/FelixSGL1/status/120280500030846826,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,terima kasih atas kunjungan pendiri gates foundation dan tokoh filantropi dunia bill gates ke tanah air semoga kolaborasi yang terjalin dapat terus diperkuat untuk mendorong terciptanya inovasi source,2025-05-08T03:53:53+00:00,0,0,0.0,22,https://x.com/FelixSGL1/status/121110007024604980,False,[],[],2025-08-26 13:38:52
mulutnetizzen,mulutnetizzen,tidak boleh ada kemiskinan dan kelaparan di indonesia ucap presiden prabowo,2024-06-02T00:00:00+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/121332228560536938,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,gubernur jawa barat dedi mulyadi memberikan tanggapan mengenai kasus penggerebekan villa yang dijadikan tempat ibadah di cidahu sukabumi source,2025-07-01T02:27:51+00:00,0,0,0.0,102,https://x.com/FelixSGL1/status/121381475129477776,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,kisah catatan akhir sri mulyani,2025-06-03T23:49:27+00:00,0,0,0.0,114,https://x.com/FelixSGL1/status/121437480806334142,False,[],[],2025-08-26 13:38:52
@rmbantencom,@rmbantencom,sufmi dasco ahmad dasco democracy stability consolidation commander komandan demokrasi stabilitas dan konsolidasi sosial lengkapnya,2025-08-11T17:43:13+00:00,0,0,0.0,15,https://x.com/FelixSGL1/status/121447033690516586,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,selamat hari raya waisak 2025 2559 be semoga kita semua diberkahi dengan kedamaian batin kebijaksanaan yang mendalam dan kekuatan untuk terus berbuat kebaikan,2025-05-12T00:00:00+00:00,0,0,0.0,127,https://x.com/FelixSGL1/status/121724915366273513,False,[],[],2025-08-26 13:38:52
@ErwinRabbani,@ErwinRabbani,pernyataan statment prof terkait keputusan mk hari ini,2024-04-22T17:06:25+00:00,0,0,0.0,50,https://x.com/FelixSGL1/status/123254505720372293,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,menurut kalian apakah target 3 juta rumah cukup realistis di kondisi seperti sekarang ini,2025-05-20T15:00:03+00:00,0,0,0.0,109,https://x.com/FelixSGL1/status/124439801544493983,False,[],[],2025-08-26 13:38:52
@beritajatimcom,@beritajatimcom,indonesia darurat guru mahasiswa hingga nakes surabaya turun aksi elemen masyarakat lintas profesi mulai guru mahasiswa hingga tenaga kesehatan nakes di surabaya turun aksi via,2024-08-22T04:28:09+00:00,0,0,0.0,229,https://x.com/FelixSGL1/status/125065141181415197,False,[],[],2025-08-26 13:38:52
udadennie,udadennie,jangan buta politik,2024-02-24T00:00:00+00:00,0,0,577.0,0,https://x.com/FelixSGL1/status/125408440199775758,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,alhamdulillah bukber berkedok reuni udah bikin velocity belum pak,2025-03-22T04:43:47+00:00,0,0,0.0,227,https://x.com/FelixSGL1/status/125805765128159482,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,gubernur jawa barat dedi mulyadi menyampaikan bahwa antusiasme orang tua terhadap program pendidikan karakter yang digagas pemprov jabar terus meningkat source,2025-05-05T07:41:00+00:00,0,0,0.0,63,https://x.com/FelixSGL1/status/126828496781071050,False,[],[],2025-08-26 13:38:52
@adeearyaa_,@adeearyaa_,perempuan dan anak paling terdampak perang ini kata ketua dpr ri,2025-06-25T03:38:09+00:00,0,0,0.0,8,https://x.com/FelixSGL1/status/126941839224105893,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,indonesia akan menjadi tempat uji coba bagi vaksin penyakit tuberkolosis alias tbc yang tengah dikembangkan oleh pendiri microsoft sekaligus filantropis dunia bill gates artikel cnn indonesia source id,2025-05-07T07:45:27+00:00,0,0,0.0,32,https://x.com/FelixSGL1/status/127520326719048770,False,[],[],2025-08-26 13:38:52
@Jurnalpatroli_,@Jurnalpatroli_,anggota komisi xi dpr ri ahmad najib qodratullah menyoroti perlunya keseimbangan antara teknologi dan pendekatan sosial budaya,2025-03-27T12:18:04+00:00,0,0,0.0,68,https://x.com/FelixSGL1/status/128183222465328572,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,menurut kalian gimana nih cara paling tepat untuk mengatasi kemiskinan di indonesia berikan pendapatmu di kolom komentar ya,2025-05-01T00:00:01+00:00,0,0,0.0,107,https://x.com/FelixSGL1/status/128483829787626859,False,[],[],2025-08-26 13:38:52
@Jurnalpatroli_,@Jurnalpatroli_,negeri yang dibangun di atas mimpi para pendiri bangsa sayangnya mimpi itu kini berubah jadi mimpi buruk kolektif gen z generasi yang katanya pemilik masa depan,2025-03-18T16:52:02+00:00,0,0,0.0,45,https://x.com/FelixSGL1/status/129088539023435068,False,[],[],2025-08-26 13:38:52
@cakappolitik,@cakappolitik,berpotensi membungkam kritik reaksi publik akan menjadi ujian bagi komitmen kita terhadap demokrasi mari kawal kebebasan berpendapat,2025-04-25T07:44:16+00:00,0,0,0.0,16,https://x.com/FelixSGL1/status/129277865442925771,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,hmm kalau menurut kalian gimana berikan pendapatmu di kolom komentar ya,2025-04-03T12:00:03+00:00,0,0,0.0,134,https://x.com/FelixSGL1/status/130096900383123093,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,hasto will be free,2025-04-21T10:19:20+00:00,0,0,0.0,74,https://x.com/FelixSGL1/status/130146782827551173,False,[],[],2025-08-26 13:38:52
@NasionalisSiber,@NasionalisSiber,pasar bereaksi negatif pasca mahkamah konstitusi memenangkan pasangan prabowo gibran dalam sengketa pemilu 2024,2024-04-22T12:02:51+00:00,0,0,0.0,81,https://x.com/FelixSGL1/status/131800497307189374,False,[],[],2025-08-26 13:38:52
@FaktaMediaID,@FaktaMediaID,ta khalid resmi jadi ketua forbes dpr dan dpd ri asal aceh 2024 2029 selamat mengemban amanah,2025-06-14T23:56:24+00:00,0,0,0.0,12,https://x.com/FelixSGL1/status/132233172798733229,False,[],[],2025-08-26 13:38:52
@Susazna,@Susazna,yahh kebongkar deh,2024-09-10T01:49:29+00:00,0,0,0.0,72,https://x.com/FelixSGL1/status/132435360551055487,False,[],[],2025-08-26 13:38:52
@suarakonstituen,@suarakonstituen,kalau di indonesia akankah bisa diharapkan,2024-09-02T06:33:44+00:00,0,0,0.0,98,https://x.com/FelixSGL1/status/132602296863059480,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,the next gen of revolusi hijau,2025-04-25T00:00:02+00:00,0,0,0.0,276,https://x.com/FelixSGL1/status/132767032358677408,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,seorang siswi lulusan sma negeri 1 cikarang utara aura cinta yang rumahnya digusur dari bantaran sungai karena menempati tanah negara mengkritik kebijakan gubernur jawa barat dedi mulyadi soal larangan wisuda sekolah source indo,2025-04-28T08:44:55+00:00,0,0,0.0,399,https://x.com/FelixSGL1/status/134015754367848583,False,[],[],2025-08-26 13:38:52
@KangAirsop,@KangAirsop,ini bukan kali pertama isu tentang ijazah presiden muncul di publik beberapa tahun lalu tuduhan yang sama pernah viral namun tidak ada bukti yang cukup kuat untuk membuktikan keabsahannya,2025-05-09T10:15:36+00:00,0,0,0.0,64,https://x.com/FelixSGL1/status/134362697804237939,False,[],[],2025-08-26 13:38:52
@puanMilikRI,@puanMilikRI,100 tahun eyang meri hoegeng jejak kesetiaan yang abadi,2025-06-24T04:20:45+00:00,0,0,0.0,56,https://x.com/FelixSGL1/status/134504201332777896,False,[],[],2025-08-26 13:38:52
mamaktaknormal,mamaktaknormal,pidato hebat prabowo yang mirip pidato buzzer tapii kok eh puulang pidato menghadap jokowi haha,2024-07-24T00:00:00+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/134651135582568364,False,[],[],2025-08-26 13:38:52
@PolitikBRIN,@PolitikBRIN,sivitas mengucapkan selamat hari lembaga sosial desa semoga lembaga lembaga desa tetap hidup berpihak dan memperkuat suara warga dalam setiap proses pembangunan,2025-05-05T05:54:05+00:00,0,0,0.0,31,https://x.com/FelixSGL1/status/134733889520726990,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,kira kira ada yang belum kesebut nggak guys,2025-03-26T05:00:01+00:00,0,0,0.0,161,https://x.com/FelixSGL1/status/135054199193632441,False,[],[],2025-08-26 13:38:52
@BustoniFikri4,@BustoniFikri4,adakah kaitannya dgn pengunduran diri pak atau juga demi menyelamatkan semua tengah berproses dan biarlah menikmati drama politik ini,2024-08-12T01:05:38+00:00,0,0,0.0,65,https://x.com/FelixSGL1/status/135298367249949473,False,[],[],2025-08-26 13:38:52
yusrilihzamhd,yusrilihzamhd,perjalanan belajar saya seperti kanvas yang terisi penuh warna warna keputusan di tengah keragu raguan selepas tamat sma ayah saya menyarankan untuk melanjutkan kuliah dan memilih studi hukum,2023-10-14T00:00:00+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/135492594745184045,False,[],[],2025-08-26 13:38:52
@ShenRu013,@ShenRu013,beberapa bulan terakhir kita diajak untuk kembali menilik situasi dan kondisi alam demokrasi kita terkini mempelajarinya dengan sedikit dipaksa untuk turut serta memahami dan mengkritisi jika perlu buktinya narasi yang menggema dimana,2024-09-30T10:20:35+00:00,0,0,0.0,32,https://x.com/FelixSGL1/status/135742303338664912,False,[],[],2025-08-26 13:38:52
@lawjustice_co,@lawjustice_co,mekanisme penggantian wapres pilihan di tangan prabowo apakah ini akan menjadi babak baru dalam dinamika politik indonesia,2025-04-29T03:42:12+00:00,0,0,0.0,11,https://x.com/FelixSGL1/status/136731766150426051,False,[],[],2025-08-26 13:38:52
@kurniawanaghil,@kurniawanaghil,jawa tengah terus berisik jangan diam dalam nestapa full video,2024-11-06T04:14:35+00:00,0,0,0.0,109,https://x.com/FelixSGL1/status/136764165513709237,False,[],[],2025-08-26 13:38:52
ula_pucuak_22,ula_pucuak_22,rocky rencana kejahatan dimulai oleh satu tps dimana itu di mahkamah konstitusi,2024-02-22T00:00:00+00:00,0,0,128.0,0,https://x.com/FelixSGL1/status/136776481590092351,False,[],[],2025-08-26 13:38:52
@kurniawanaghil,@kurniawanaghil,mungkin ijazah palsu sudah menjadi hal biasa dilingkungan ugm ya dulu kalian teriak oposisi sekarang sibuk cari posisi,2025-04-07T13:36:44+00:00,0,0,0.0,15,https://x.com/FelixSGL1/status/136925506662779041,False,[],[],2025-08-26 13:38:52
nyunggi.langit,nyunggi.langit,semua butuh proses bossque berawal dari akar rumput tumbuh gajah kecil jadi besar siap meramaikan dunia politik indonesia di ajang pemilu 2029,2025-08-22T01:31:48+00:00,0,0,148.0,0,https://x.com/FelixSGL1/status/137044785562865907,False,[],[],2025-08-26 13:38:52
@nocasekristo,@nocasekristo,kelas sesi malam di mulai,2024-08-23T11:20:29+00:00,0,0,0.0,184,https://x.com/FelixSGL1/status/137492669228046501,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,wadidaw nggak tuh kalau industri perhotelan kolaps share pendapat kalian di kolom komentar ya,2025-04-16T10:47:16+00:00,0,0,0.0,370,https://x.com/FelixSGL1/status/137768974535673223,False,[],[],2025-08-26 13:38:52
@soetanbandaro,@soetanbandaro,jika diawali dengan berbohong maka pembenaran akan dibuat alur pembohongannya sampai waktunya kebohongan akan terkuat sendirinya karena melawan dari alur logikanya,2025-06-01T01:42:41+00:00,0,0,0.0,22,https://x.com/FelixSGL1/status/140877359468861977,False,[],[],2025-08-26 13:38:52
lalat_rebus5,lalat_rebus5,rupanya jokowi menderita alergi kulit dan kini dalam tahap penyembuhan,2024-06-08T00:00:00+00:00,0,0,2834.0,0,https://x.com/FelixSGL1/status/141028024220281762,False,[],[],2025-08-26 13:38:52
@suarakonstituen,@suarakonstituen,rakyat dibebani kenaikan pajak bumi dan bangunan lebih dari 150 demi program makan siang gratis anak sekolah,2024-05-13T12:59:40+00:00,0,0,0.0,114,https://x.com/FelixSGL1/status/141403997284020823,False,[],[],2025-08-26 13:38:52
@kurniawanaghil,@kurniawanaghil,bau bau kolonial ya terus berisik jangan diam dalam nestapa full video,2024-11-06T12:02:56+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/141582897333373597,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,masih banyak tuh yang belum disebutin,2025-07-18T00:14:00+00:00,0,0,0.0,234,https://x.com/FelixSGL1/status/141661759501944169,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,wih menurut kalian apakah ada hubungan dengan usulan pencopotan gibran share di kolom komentar ya,2025-05-05T09:00:00+00:00,0,0,0.0,50,https://x.com/FelixSGL1/status/142865667707365361,False,[],[],2025-08-26 13:38:52
naimaalkatiri,naimaalkatiri,,2024-11-11T00:00:00+00:00,0,0,6914.0,0,https://x.com/FelixSGL1/status/143868706410870239,False,[],[],2025-08-26 13:38:52
@kusjantonoWK,@kusjantonoWK,budak anak germo sekaligus mandor romusha lagi mendukung rayuan untuk menggombali pemerintahan prabowo lupa mbok premoni banteng itu tukang tipu,2025-01-17T23:18:06+00:00,0,0,0.0,35,https://x.com/FelixSGL1/status/144058266238841036,False,[],[],2025-08-26 13:38:52
@one_Andy,@one_Andy,jadi buat dinasti yg sudah terpilih mari sama sama aja kita kawal dan evaluasi periode atau kesempatan pertama nya buat yg belum di tingkat daerah kalau saya sih ternyata ngga salah kok kalau memang harus dinasti kalau daerah mu tidak perlu perubahan,2024-08-31T15:18:58+00:00,0,0,0.0,24,https://x.com/FelixSGL1/status/144410255238893581,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,hm,2025-03-14T12:00:01+00:00,0,0,0.0,141,https://x.com/FelixSGL1/status/145863660627466081,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,amran dan rahasia digdaya pangan,2025-05-26T10:07:30+00:00,0,0,0.0,59,https://x.com/FelixSGL1/status/145875123249704303,False,[],[],2025-08-26 13:38:52
@Bosslot55,@Bosslot55,yang masih belum faham bisa ke link tentang info politik di bawah ini yaa gayss,2024-08-22T06:31:18+00:00,0,0,0.0,392,https://x.com/FelixSGL1/status/146041130650884471,False,[],[],2025-08-26 13:38:52
@BustoniFikri4,@BustoniFikri4,6 para antek ini lah sesungguhnya para pengkhianat bangsa negara indonesia berkolusi dgn 9 naga sebagai cukongnya sebagai semua wajib melawan skenario jahat ini demi keutuhan nkri,2024-12-19T07:42:30+00:00,0,0,0.0,26,https://x.com/FelixSGL1/status/146070012876989470,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,menurut kalian akankah program 3 juta rumah berhasil share di kolom komentar ya,2025-05-27T00:00:01+00:00,0,0,0.0,154,https://x.com/FelixSGL1/status/146538370294266820,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,halo kemdiktisaintek dorong pembangunan pendidikan tinggi di wilayah papua barat mendiktisaintek brian yuliarto menyampaikan pembangunan dan penguatan pendidikan tinggi di fakfak merupakan langkah strategis source ri,2025-07-07T07:56:06+00:00,0,0,0.0,26,https://x.com/FelixSGL1/status/147672540150466493,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,titiek puspa pinnacle nyanyian soeharto,2025-04-14T07:34:03+00:00,0,0,0.0,130,https://x.com/FelixSGL1/status/147761239948256873,False,[],[],2025-08-26 13:38:52
@HungkulTes,@HungkulTes,malapan malapan kgak sadar smua saling berelasi kawalputusanmk kan salah satunya ya karna politikdinasti,2024-08-23T14:29:15+00:00,0,0,0.0,37,https://x.com/FelixSGL1/status/148197015814049534,False,[],[],2025-08-26 13:38:52
@detikcom,@detikcom,arie kriting dan soleh solihun singgung soal dinasti dan tipu menipu di opera ken arok synchronize fest 2024 opera ini pun merupakan tribute untuk seniman legenda harry roesli,2024-10-06T20:00:01+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/148450229683582130,False,[],[],2025-08-26 13:38:52
@daulatrakyatcom,@daulatrakyatcom,kemitraan indonesia dan uni eropa untuk stabilitas ekonomi dan geopolitik dunia brussel kerajaan belgia 13 juli 2025 source,2025-07-15T06:32:00+00:00,0,0,0.0,20,https://x.com/FelixSGL1/status/149052743031137055,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,hmm mungkin kedua tokoh besar ini bergabung terlebih dahulu,2025-03-30T08:42:30+00:00,0,0,0.0,269,https://x.com/FelixSGL1/status/149919678521850941,False,[],[],2025-08-26 13:38:52
@JinggaOscar,@JinggaOscar,ramai tagar publik bandingkan dengan wacana gus dur di tahun 2001 kekecewaan publik terhadap kinerja dpr kembali mencuat informasi lengkapnya ada di grup tele,2025-08-03T03:11:17+00:00,0,0,0.0,40,https://x.com/FelixSGL1/status/150721172949854448,False,[],[],2025-08-26 13:38:52
@NegaraKorupRI,@NegaraKorupRI,drama di agar terlihat indonesia masih negara demokratis klo menurut sy para hakim tersandera kemungkinan posisi mrk semua terancam,2024-04-24T09:13:18+00:00,0,0,0.0,27,https://x.com/FelixSGL1/status/152305885915101321,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,apakah kalian setuju komunikasi politik pemerintah saat ini cukup buruk,2025-03-24T10:00:00+00:00,0,0,0.0,218,https://x.com/FelixSGL1/status/152393129084515491,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,gimana menurut kalian soal revisi uu tni,2025-03-15T05:26:36+00:00,0,0,0.0,277,https://x.com/FelixSGL1/status/153266681122301031,False,[],[],2025-08-26 13:38:52
@Jurnalpatroli_,@Jurnalpatroli_,sengketa wilayah kembali mencuat di kawasan timur indonesia gubernur papua barat daya elisa kambu mendesak dpr ri,2025-05-05T11:35:10+00:00,0,0,0.0,23,https://x.com/FelixSGL1/status/154196271330547657,False,[],[],2025-08-26 13:38:52
@suarakonstituen,@suarakonstituen,kpk enggak berani,2024-08-29T06:01:25+00:00,0,0,0.0,43,https://x.com/FelixSGL1/status/154213480876427958,False,[],[],2025-08-26 13:38:52
rusmanwakatobi,rusmanwakatobi,dinasti politik ratu atut di banten,2023-09-03T00:00:00+00:00,0,0,4368.0,0,https://x.com/FelixSGL1/status/154350061583375022,False,[],[],2025-08-26 13:38:52
@pinterpolitik,@pinterpolitik,jakartans bang ali and bang yos great story,2025-05-22T07:01:16+00:00,0,0,0.0,189,https://x.com/FelixSGL1/status/154482757277815770,False,[],[],2025-08-26 13:38:52
___nanangprabu01,___nanangprabu01,seseorang tidak bisa menjadi benar jika hidupnya di bangun di atas kebohongan dan pengkhianat,2025-08-22T02:31:48+00:00,0,0,106.0,0,https://x.com/FelixSGL1/status/155468781297099661,False,[],[],2025-08-26 13:38:52
@_independen,@_independen,fakta fakta kesaktian dindo putra syl palak para pejabat kementan ekses politik dinasti,2024-05-15T11:45:59+00:00,0,0,0.0,26,https://x.com/FelixSGL1/status/155907555125771794,False,[],[],2025-08-26 13:38:52
@InnfoA1,@InnfoA1,banyak yang berharap ke depannya mereka lebih bijak dalam pakai anggaran biar nggak bikin rakyat makin kecewa sumber espos news,2025-03-17T17:19:30+00:00,0,0,0.0,171,https://x.com/FelixSGL1/status/155982351459429845,False,[],[],2025-08-26 13:38:52
@ILCTalkshow,@ILCTalkshow,reformasi sudah berdarah darah jika kembali ke semua fungsi apa bedanya dengan masa orde baru saksikan selengkapnya di youtube indonesia lawyers club,2025-05-15T09:17:29+00:00,0,0,0.0,0,https://x.com/FelixSGL1/status/155995866680701386,False,[],[],2025-08-26 13:38:52
